"school","course","class","gender","ethnic","major","grands","parents","version","MQ1","MQ2","MQ3","MQ4","MQ5","MQ6","MQ7","MQ8","MQ9","MQ10","MQ11","MQ12","MQ13","MQ14","MQ15","MQ16","MQ17","MQ18","MQ19","MQ20","must","pass","old_must","mult","div","frac","log_exp","chem"
"UTXW",69.4,"FR","1","Hisp","other","N","Y","87",1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,9,0,7,1,1,3,1,3
"UTXW",99.1,"FR","0","White","stem","N","Y","78",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,9,1,7,3,1,1,1,3
"UTXW",72.7,"FR","0","Black","med","N","Y","78",1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,9,1,7,3,1,3,0,2
"UTXW",74.5,"FR","0","Asian","stem","N","Y","78",1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,9,1,7,2,2,2,1,2
"UTXW",73.8,"FR","1","White","dual","Y","N","78",0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,9,1,9,2,1,1,2,3
"UTXW",95.1,"FR","1","Hisp","med","N","Y","78",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,9,1,6,1,1,4,1,2
"UTXW",97.1,"FR","0","Hisp","med","Y","Y","87",1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,9,1,7,1,1,4,2,1
"UTXW",92.5,"FR","0","Hisp","med","N","N","78",1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,9,1,8,2,2,2,2,1
"UTXW",80,"FR","1","Hisp","stem","N","Y","78",0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,9,1,6,0,2,4,1,2
"ACUP",89.5,"FR","0","Hisp","stem","N","N","87",1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,10,1,8,3,1,2,3,1
"ACUP",86.6,"FR","0","Hisp","med","N","Y","78",1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,10,1,7,1,2,4,1,2
"ACUP",80.9,"SO","1","Hisp","med","N","N","87",1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,10,1,7,1,1,4,2,2
"ACUP",90.1,"SR","0","White","dual","Y","Y","87",1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,10,1,9,3,1,3,1,2
"ACUP",85.1,"SO","0","White","med","Y","Y","78",1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,10,1,6,1,3,3,1,2
"TAMSA",70,"SO","0","Hisp","med","Other","N","78",1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,10,0,8,3,2,1,3,1
"TAMU",94.5,"FR","0","White","stem","Y","Y","78",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,10,1,8,3,1,2,1,3
"TAMU",89.5,"FR","0","White","stem","Y","Y","87",0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,10,1,8,2,0,3,3,2
"TAMU",88.3,"FR","1","White","med","Y","Y","78",1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,10,1,7,1,4,1,2,2
"TAMU",89,"FR","0","White","med","Y","Y","78",1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,10,1,7,1,2,3,3,1
"TAMU",88.1,"FR","1","White","med","Other","Y","87",1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,10,1,7,3,3,1,1,2
"TAMU",65.7,"FR","0","Hisp","med","N","Y","78",0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,10,0,8,0,2,3,2,3
"TAMU",41.9,"FR","0","Hisp","stem","N","N","87",0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,10,0,8,2,3,1,3,1
"TAMU",85,"FR","0","Hisp","med","N","N","87",1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,10,1,7,2,1,3,2,2
"TAMU",73.4,"FR","0","White","med","Y","Y","78",0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,10,1,7,0,1,2,5,2
"TAMU",77.5,"FR","1","White","med","Y","Y","87",0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,10,1,8,2,2,2,2,2
"TAMU",64.2,"FR","0","White","stem","N","N","78",1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,10,0,8,3,3,2,1,1
"TAMU",84.7,"SO","0","White","stem","Y","Y","87",1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,10,1,10,3,1,1,3,2
"TAMU",93.3,"SO","1","White","med","Y","Y","87",1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,10,1,7,3,1,3,1,2
"TAMU",98.9,"FR","0","White","stem","Y","Other","87",1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,10,1,9,3,2,2,1,2
"TAMU",85.6,"FR","0","Hisp","med","N","N","87",1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,10,1,7,3,1,3,2,1
"TAMU",70.6,"FR","0","White","stem","N","Y","87",0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,10,1,8,1,2,3,3,1
"TAMU",74.2,"SO","0","White","stem","N","Y","78",1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,10,1,8,3,0,4,1,2
"TAMU",79.5,"FR","0","Hisp","stem","N","N","87",1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,10,1,9,3,1,2,2,2
"TAMU",66.6,"FR","-1","Mixed","stem","N","Y","87",1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,10,0,9,2,2,1,2,3
"TAMU",92,"FR","0","White","med","Y","Y","78",1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,10,1,7,1,3,2,2,2
"TAMU",69.9,"JR","0","Hisp","stem","N","N","87",0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,10,0,8,1,2,3,1,3
"TAMU",88.8,"FR","1","Asian","med","Other","N","87",1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,10,1,9,3,2,2,0,3
"TAMU",87.3,"FR","0","White","med","Y","Y","87",0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,10,1,9,2,1,2,3,2
"TAMU",58.2,"SO","0","Hisp","stem","Y","N","87",1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,10,0,8,3,1,3,1,2
"TAMU",71.6,"FR","0","Hisp","med","N","N","87",0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,10,1,8,1,3,3,0,3
"TAMU",82.7,"FR","1","Hisp","stem","Y","Y","78",1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,10,1,8,2,1,3,4,0
"TAMU",66,"FR","1","Mixed","med","N","N","87",1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,10,0,9,3,2,2,1,2
"TAMU",67.1,"FR","0","White","other","Y","Y","87",0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,10,0,8,2,1,3,2,2
"TAMU",83.6,"FR","0","Mixed","stem","Y","Y","78",1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,10,1,8,2,2,2,2,2
"TAMU",77.2,"SO","0","White","stem","Y","Y","78",1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,10,1,7,3,3,3,1,0
"TAMU",65.2,"FR","0","Hisp","med","N","N","78",1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,10,0,9,3,1,2,2,2
"TAMU",78.7,"SO","0","Mixed","med","Y","Y","87",1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,10,1,7,3,1,3,2,1
"TAMU",83.2,"SO","0","White","med","Y","Y","87",0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,10,1,7,0,2,2,3,3
"TAMU",69,"FR","1","White","other","Y","Y","78",1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,10,0,10,3,2,0,3,2
"TAMU",87.9,"SO","1","Mixed","med","Y","Y","87",1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,10,1,9,3,2,1,2,2
"TSU",88.9,"FR","0","Mixed","med","Y","Y","78",1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,10,1,7,3,1,4,2,0
"TSU",75.9,"FR","0","White","med","Y","Y","78",1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,10,1,9,3,0,3,2,2
"TSU",60.3,"JR","1","White","other","N","N","78",0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,10,0,7,0,4,2,3,1
"UNT",63,"FR","1","Black","med","N","Y","78",0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,10,0,8,1,2,3,2,2
"UNT",76.3,"FR","1","Hisp","med","Other","Y","78",1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,10,1,9,3,2,2,2,1
"UNT",80.8,"JR","1","Other","stem","N","N","78",1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,10,1,10,3,2,2,3,0
"UNT",86.8,"JR","1","Mixed","med","Other","Y","78",1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,10,1,8,3,2,3,2,0
"UNT",87.6,"SR","1","Hisp","stem","N","N","78",1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,10,1,8,1,1,4,2,2
"UNT",59.1,"FR","1","White","med","Y","Y","87",0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,10,0,9,2,1,3,2,2
"UNT",77.3,"FR","1","Hisp","med","N","N","78",1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,10,1,6,1,2,4,2,1
"UNT",85.6,"SO","0","White","stem","Y","Y","87",0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,10,1,9,2,1,3,1,3
"UNT",89.8,"FR","0","White","stem","Y","Y","78",1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,10,1,8,3,2,3,1,1
"UNT",72.7,"FR","0","Black","dual","Y","Y","87",0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,10,1,7,2,3,2,0,3
"UNT",85.3,"SR","0","White","med","N","Y","78",1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,10,1,9,3,4,2,0,1
"UNT",47.1,"SO","0","Other","stem","Other","Y","87",0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,10,0,7,2,2,2,2,2
"UNT",58.6,"SO","1","Hisp","stem","N","N","87",1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,10,0,9,2,0,3,5,0
"UNT",79.3,"JR","1","White","stem","N","Y","78",0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,10,1,8,2,1,3,2,2
"UNT",26.9,"FR","1","Hisp","stem","N","N","87",1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,10,0,9,3,0,3,2,2
"UNT",62.5,"FR","1","Hisp","med","N","N","87",1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,10,0,8,1,2,3,1,3
"UNT",62.7,"SO","1","White","stem","N","N","87",1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,10,0,9,3,0,3,2,2
"UTXW",74.7,"FR","1","White","med","Y","Y","78",1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,10,1,8,3,2,2,1,2
"UTXW",84.5,"FR","1","Hisp","med","N","N","87",1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,10,1,8,2,0,4,2,2
"UTXW",91.8,"FR","0","White","stem","Y","Y","87",1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,10,1,6,3,2,4,1,0
"UTXW",72.9,"FR","1","Hisp","other","N","N","78",1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,10,1,7,1,3,3,1,2
"UTXW",95.4,"FR","0","Asian","med","N","N","87",0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,10,1,7,1,3,2,1,3
"UTXW",85.1,"FR","0","Black","med","N","Other","78",1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,10,1,8,2,2,1,3,2
"UTXW",89.5,"FR","1","Hisp","stem","N","N","78",1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,10,1,6,1,2,3,2,2
"UTXW",80.9,"FR","0","White","stem","Y","Y","87",1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,10,1,9,3,2,3,1,1
"UTXW",60,"FR","0","Asian","stem","N","N","78",1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,10,0,8,3,1,2,2,2
"UTXW",74.5,"FR","0","Hisp","med","N","N","78",1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,10,1,8,3,3,1,1,2
"UTXW",84.4,"FR","1","Hisp","stem","Y","Y","78",1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,10,1,10,3,2,2,1,2
"UTXW",102.8,"FR","1","White","med","Y","Y","87",0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,10,1,8,1,1,3,3,2
"UTXW",68.4,"FR","0","Hisp","med","Y","Y","87",1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,10,0,8,1,1,4,1,3
"UTXW",101.2,"FR","0","White","med","Y","N","78",0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,10,1,8,0,3,2,3,2
"ACUP",81.2,"SO","0","White","med","Y","Y","78",1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,11,1,8,3,2,4,2,0
"ACUP",66.9,"FR","1","White","stem","N","N","87",0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,11,0,8,2,1,4,2,2
"ACUP",89.4,"SR","1","Hisp","stem","Y","Y","78",0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,11,1,8,2,3,3,1,2
"ACUP",83.4,"FR","0","Black","med","Y","Y","87",1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,11,1,8,2,2,4,1,2
"ACUP",76,"SO","1","White","stem","Y","Y","87",0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,11,1,7,2,2,4,1,2
"ACUP",91.6,"FR","0","White","med","Y","Y","87",0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,11,1,8,1,2,4,2,2
"ACUP",93.8,"FR","0","White","med","Other","Y","78",0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,11,1,9,1,3,3,4,0
"ACUP",76.8,"SO","1","White","stem","Y","Y","78",0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,11,1,8,2,3,3,1,2
"ACUP",94.5,"FR","0","White","med","Y","Y","78",1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,11,1,8,3,2,3,1,2
"ACUP",88.6,"FR","0","White","med","Y","Y","87",1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,11,1,8,3,3,3,1,1
"TAMU",66.7,"FR","0","Hisp","dual","N","N","87",1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,11,0,10,3,1,0,5,2
"TAMU",79.2,"SO","0","White","stem","Other","N","78",0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,11,1,8,2,4,2,3,0
"TAMU",66.6,"FR","0","White","med","Y","Y","78",0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,11,0,8,2,3,2,2,2
"TAMU",79.3,"FR","1","White","other","Y","Y","78",1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,11,1,11,3,2,2,2,2
"TAMU",96.7,"FR","0","White","med","Y","Y","87",1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,11,1,8,3,1,3,2,2
"TAMU",99.2,"FR","0","White","med","Other","Y","78",0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,11,1,9,2,2,2,3,2
"TAMU",84.4,"FR","0","White","med","Y","Y","87",1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,11,1,7,1,3,4,1,2
"TAMU",83.1,"FR","0","White","stem","Y","Y","87",1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,11,1,9,2,1,3,2,3
"TAMU",73.3,"FR","0","White","stem","Y","Y","78",1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,11,1,8,3,2,4,1,1
"TAMU",87.6,"SO","1","White","other","N","Y","87",0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,11,1,8,2,2,3,2,2
"TAMU",80.3,"FR","1","White","stem","Y","Y","87",1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,11,1,10,3,3,0,2,3
"TAMU",90.2,"SO","0","Mixed","med","N","Y","78",0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,11,1,9,2,2,3,2,2
"TAMU",78.2,"FR","0","Hisp","med","N","Y","87",1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,11,1,9,1,2,3,3,2
"TAMU",91.9,"SO","0","Mixed","med","N","Y","87",0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,11,1,9,2,2,2,3,2
"TAMU",70.8,"FR","0","White","other","Y","Y","87",1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,11,1,10,3,2,2,1,3
"TAMU",87.6,"FR","0","White","stem","Other","Y","78",1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,11,1,8,2,4,1,1,3
"TAMU",73.9,"FR","0","White","other","Y","Y","78",1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,11,1,8,3,2,2,3,1
"TAMU",79.2,"FR","0","White","med","Y","Y","87",0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,11,1,9,2,2,2,3,2
"TAMU",86.8,"FR","1","White","med","Y","Y","87",0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,11,1,7,2,3,4,0,2
"TAMU",92.2,"FR","1","White","med","Other","Y","87",0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,11,1,8,1,4,1,2,3
"TAMU",69.4,"FR","0","White","med","N","Y","87",0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,11,0,10,2,4,2,1,2
"TAMU",84.9,"SO","0","White","med","Y","Y","87",0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,11,1,9,1,2,3,2,3
"TAMU",52.1,"FR","0","White","stem","Other","Y","87",1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,11,0,9,1,2,3,2,3
"TAMU",82.7,"FR","0","Black","med","Y","Y","87",0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,11,1,8,2,1,4,2,2
"TAMU",84.1,"FR","-1","White","med","Y","Y","78",1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,11,1,10,3,3,2,1,2
"TAMU",87.5,"FR","1","White","stem","Y","Y","87",0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,11,1,9,2,2,3,2,2
"TAMU",73.3,"SO","0","White","med","N","Y","87",1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,11,1,10,2,1,0,5,3
"TAMU",64.3,"SO","0","Hisp","stem","N","N","78",1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,11,0,10,3,1,3,2,2
"TAMU",85,"FR","1","Hisp","med","Y","Y","87",1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,11,1,9,3,0,4,3,1
"TAMU",84.8,"FR","0","White","stem","Y","Y","78",0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,11,1,8,1,3,4,1,2
"TAMU",79.2,"FR","0","Asian","stem","N","Y","87",1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,11,1,10,3,1,1,3,3
"TAMU",94.9,"FR","1","Hisp","stem","Other","Y","87",1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,11,1,8,3,2,2,2,2
"TAMU",71.7,"FR","0","White","med","Y","N","87",1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,11,1,9,3,3,1,3,1
"TAMU",76.6,"FR","0","White","stem","Y","Y","87",1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,11,1,9,3,1,3,2,2
"TAMU",69.8,"FR","0","White","stem","Y","Y","87",1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,11,0,9,2,1,3,2,3
"TAMU",88.3,"FR","1","Hisp","med","N","Y","78",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,11,1,10,3,3,2,1,2
"TAMU",76.8,"FR","1","Other","med","N","N","78",0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,11,1,9,2,0,4,3,2
"TAMU",87.7,"SO","1","Other","med","Y","Y","87",1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,11,1,8,3,4,1,2,1
"UNT",92.4,"FR","1","Hisp","stem","N","N","87",0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,11,1,8,0,3,2,3,3
"UNT",78.9,"SO","1","Asian","med","N","N","87",1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,11,1,9,3,2,3,1,2
"UNT",14.6,"FR","0","White","stem","N","N","87",1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,11,0,9,1,3,3,1,3
"UNT",75.6,"FR","1","White","stem","N","Y","78",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,11,1,8,3,3,2,1,2
"UNT",57.3,"SO","1","White","stem","N","N","87",1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,11,0,9,1,4,3,3,0
"UNT",92.8,"FR","1","White","stem","N","Y","78",1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,11,1,9,1,5,2,2,1
"UNT",62.5,"FR","1","Hisp","stem","N","N","87",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,11,0,8,3,3,1,1,3
"UNT",91.2,"SO","1","White","stem","Other","Y","87",1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,11,1,10,3,3,2,2,1
"UNT",70.5,"FR","1","Hisp","stem","N","N","78",1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,11,1,9,3,2,3,3,0
"UTXW",97.8,"FR","1","Hisp","med","N","Y","87",1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,11,1,11,3,2,1,2,3
"UTXW",78.8,"FR","0","Mixed","stem","Y","Y","87",1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,11,1,10,3,2,2,2,2
"UTXW",83.5,"FR","0","Hisp","med","N","Y","78",1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,11,1,11,3,2,2,2,2
"UTXW",96.1,"FR","0","White","med","Other","Y","87",1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,11,1,11,1,2,2,3,3
"UTXW",75.4,"FR","1","Hisp","med","N","N","87",1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,11,1,10,2,1,3,3,2
"UTXW",77.7,"FR","0","Hisp","med","N","N","87",1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,11,1,9,3,2,3,1,2
"UTXW",85.8,"FR","0","Hisp","med","Other","Y","87",1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,11,1,11,3,1,2,2,3
"UTXW",97.6,"FR","0","Asian","med","N","N","87",1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,11,1,8,1,3,4,1,2
"UTXW",74.5,"FR","0","Hisp","med","Y","Y","78",1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,11,1,10,3,1,3,2,2
"UTXW",75.2,"FR","0","Hisp","other","N","Y","78",0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,11,1,9,1,3,3,2,2
"UTXW",87.1,"SO","0","Hisp","med","N","N","87",1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,11,1,8,3,1,4,1,2
"UTXW",98.7,"FR","1","Hisp","med","N","N","87",0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,11,1,7,0,3,3,2,3
"UTXW",96.1,"FR","1","Hisp","med","N","N","78",0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,11,1,7,1,2,4,1,3
"UTXW",78.1,"FR","1","Asian","other","N","N","78",1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,11,1,8,3,1,4,1,2
"UTXW",76.3,"FR","1","Hisp","other","N","N","87",1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,11,1,8,1,1,4,3,2
"UTXW",85.7,"FR","0","Other","other","Y","Y","87",1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,11,1,8,1,1,4,2,3
"UTXW",72.8,"FR","0","Hisp","med","N","N","78",1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,11,1,9,3,2,3,1,2
"UTXW",69.1,"FR","1","Hisp","stem","N","N","78",1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,11,0,9,3,2,2,2,2
"UTXW",95.7,"FR","1","Black","stem","N","Y","87",1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,11,1,8,1,1,4,2,3
"ACUP",92.6,"JR","1","White","dual","Y","Y","78",0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,12,1,9,2,3,3,2,2
"ACUP",95.5,"SO","1","White","med","N","Y","87",1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,12,1,11,3,2,2,3,2
"ACUP",70.1,"SR","1","White","stem","Y","Y","78",0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,12,1,9,2,3,3,3,1
