school,course,class,gender,ethnic,major,zip,grand,parent,emp_on,emp_off,hrs,ver,MQ1,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ10,MQ11,MQ12,MQ13,MQ14,MQ15,MQ16,MQ17,MQ18,MQ19,MQ20,must,Q1A,Q1c,Q2A,Q2C,Q3A,Q3C,Q4A,Q4C,Q5A,Q5C,Q6A,Q6C,comm
TAMUF17CHI396,67.2,SO,0,Hisp,b,78,Y,N,N,N,0,78,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,8,1,1,1,1,1,0,1,0,0,0,0,1,7
TAMUF17CHI397,89.0,SO,1,White,a. Sci,76,N,N,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,17,1,1,1,1,1,1,1,1,0,1,1,1,11
TAMUF17CHI398,74.6,FR,1,Asian,a. Sci,77,Y,Y,N,N,0,78,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,0,1,1,1,0,1,1,1,0,9
TAMUF17CHI399,87.0,SO,0,White,a. Sci,78,N,Y,N,N,0,87,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,14,1,1,1,1,1,1,1,0,1,1,1,0,10
TAMUF17CHI400,82.9,FR,0,Hisp,a. Math,78,N,Y,N,N,0,78,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,13,1,1,1,1,0,1,0,1,1,1,1,1,10
TAMUF17CHI401,93.5,JR,1,"White,Hisp",a. Sci,78,N,N,N,N,0,78,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI402,85.0,FR,1,Hisp,b,78,Y,Y,N,N,0,87,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,11,1,1,0,0,0,0,1,0,1,1,1,0,6
TAMUF17CHI403,99.1,FR,1,White,b,78,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI404,69.2,FR,0,White,b,78,Y,Y,N,N,0,87,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,12,1,1,1,1,0,0,1,0,1,1,1,1,9
TAMUF17CHI405,52.0,FR,0,Hisp,a. Sci,76,N,N,N,Y,20-29,87,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,1,1,0,0,0,1,0,0,1,1,1,7
TAMUF17CHI406,71.6,FR,0,Hisp,b,77,N,N,Y,N,11-19,87,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,10,1,1,0,1,1,0,1,1,1,1,0,1,9
TAMUF17CHI407,74.0,FR,0,Hisp,b,78,N,N,Y,N,11-19,87,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,1,0,1,1,1,1,1,1,9
TAMUF17CHI408,92.2,FR,0,"Hisp, NA",c,78,DK,N,N,N,0,87,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,12,1,1,1,0,1,0,1,1,1,1,1,1,10
TAMUF17CHI409,92.4,SO,0,Hisp,b,77,N,Y,N,N,0,78,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,13,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI411,82.7,FR,1,Hisp,STEM,78,Y,Y,N,N,0,78,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,10,1,1,0,1,1,0,1,1,1,0,1,0,8
TAMUF17CHI412,84.4,JR,0,White,b,76,Y,Y,Y,N,1-10,78,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,1,1,1,1,0,1,1,0,1,1,1,1,10
TAMUF17CHI413,94.5,FR,0,White,b,78,N,Y,N,N,0,87,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,0,11
TAMUF17CHI415,87.0,SO,0,Hisp,b,75,N,N,N,N,0,78,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7,1,1,0,1,1,1,1,1,1,1,1,1,11
TAMUF17CHI416,73.6,SO,0,"White,Hisp",b,75,N,Y,N,N,0,87,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,8,1,1,1,1,1,0,1,0,0,0,1,0,7
TAMUF17CHI417,93.3,FR,1,AsianInd,b,95,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI418,66.0,FR,1,"Hisp,White",b,78,N,N,N,N,0,87,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,10,1,1,0,0,1,0,1,0,0,0,1,1,6
TAMUF17CHI419,86.4,FR,0,Hisp,a. Sci,76,N,Y,N,N,0,87,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,0,1,0,1,1,1,1,10
TAMUF17CHI420,89.6,FR,0,Hisp,,78,Y,Y,N,N,0,87,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,8,1,1,1,1,1,1,1,1,0,0,1,1,10
TAMUF17CHI422,82.4,FR,0,"Hisp,White",a. Sci,77,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,16,1,1,0,1,1,0,1,1,1,1,1,1,10
TAMUF17CHI423,60.3,FR,0,Hisp,b,76,N,N,N,N,0,78,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,9,1,1,0,1,1,1,1,0,0,0,1,1,8
TAMUF17CHI425,86.5,FR,1,White,c,76,DK,Y,Y,N,1-10,78,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,14,1,1,1,1,0,1,1,0,0,1,1,1,9
TAMUF17CHI426,90.6,FR,1,White,b,77,N,Y,N,N,0,87,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI427,84.8,FR,0,White,a. Sci,77,Y,Y,N,N,0,78,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,11,1,1,1,1,1,0,1,1,0,1,1,1,10
TAMUF17CHI428,92.1,FR,0,White,b,78,DK,Y,N,N,0,87,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,13,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI429,79.2,FR,0,Asian,a. Sci,78,N,Y,N,N,0,87,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,11,1,1,0,1,1,0,1,0,1,0,1,0,7
TAMUF17CHI430,91.9,FR,0,White,b,77,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,19,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI431,67.4,SO,0,White,b,77,Y,Y,N,N,0,78,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6,1,1,0,1,1,0,1,0,1,0,1,1,8
TAMUF17CHI432,67.1,FR,0,White,c,77,Y,Y,N,N,0,87,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,10,1,1,0,1,1,1,1,0,0,1,1,0,8
TAMUF17CHI434,88.0,FR,1,White,a. Math,77,DK,Y,N,N,0,78,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,13,1,1,1,1,1,1,1,0,1,0,1,1,10
TAMUF17CHI435,94.9,FR,1,Hisp,a. Eng,76,DK,Y,N,N,0,87,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,11,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI436,83.2,JR,0,White,b,77,Y,Y,Y,N,1-10,78,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,1,1,0,0,1,0,1,0,1,1,8
TAMUF17CHI437,91.6,FR,1,White,a. Sci,20,Y,Y,N,N,0,78,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,12,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI438,91.5,FR,0,Asian,b,78,Y,Y,N,N,0,87,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,15,1,1,1,1,1,0,1,0,1,1,1,1,10
TAMUF17CHI439,83.6,FR,0,"White,Asian",a. Sci,78,Y,Y,N,N,0,78,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,10,1,1,1,0,1,0,1,0,1,1,1,0,8
TAMUF17CHI440,86.8,FR,1,White,a. Sci,76,N,Y,N,N,0,78,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI441,91.2,FR,0,White,a. Eng,77,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,17,1,1,1,0,1,1,1,1,1,1,1,1,11
TAMUF17CHI442,77.7,FR,1,Hisp,c,78,N,Y,N,N,0,78,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6,1,1,1,1,1,0,1,0,0,0,1,1,8
TAMUF17CHI443,71.7,FR,0,White,b,77,Y,N,N,N,0,87,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,11,1,1,1,1,1,0,1,0,0,1,1,0,8
TAMUF17CHI444,84.7,FR,1,"White,Hisp",b,78,Y,Y,N,N,0,87,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,15,1,1,0,1,1,0,1,0,0,1,0,0,6
TAMUF17CHI445,77.7,JR,0,White,a. Sci,77,Y,Y,Y,N,0,87,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,7,1,1,0,1,1,0,1,0,0,0,1,1,7
TAMUF17CHI446,86.5,FR,0,White,b,77,N,Y,N,N,0,78,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,1,0,1,1,0,1,0,0,0,1,0,6
TAMUF17CHI447,96.5,FR,1,White,a. Sci,77,N,Y,N,N,0,87,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,0,11
TAMUF17CHI448,83.6,FR,0,White,a. Sci,78,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI449,89.5,FR,0,White,a. Tech,77,Y,Y,N,N,0,87,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,13,1,1,1,1,1,1,1,1,1,1,1,0,11
TAMUF17CHI450,77.2,SO,0,White,STEM,76,Y,Y,N,N,0,78,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,10,1,0,1,1,1,0,1,0,1,1,1,1,9
TAMUF17CHI451,71.7,FR,0,White,a. Sci,78,Y,Y,N,N,0,87,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,7,1,1,0,1,1,1,1,0,1,0,1,0,8
TAMUF17CHI452,84.3,FR,0,White,a. Sci,77,N,N,N,Y,1-10,78,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,17,1,1,1,1,1,1,1,1,0,1,0,0,9
TAMUF17CHI453,86.5,JR,0,White,c,78,Y,Y,N,N,0,87,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6,1,1,1,1,1,0,1,0,1,0,1,1,9
TAMUF17CHI455,76.6,FR,0,White,"a. Sci, Tech",75,Y,Y,N,N,0,87,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,11,1,1,1,1,1,0,1,0,0,1,1,0,8
TAMUF17CHI456,58.2,FR,1,White,a. Sci,78,N,Y,N,N,0,87,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,9,1,1,0,1,1,1,1,0,0,0,1,1,8
TAMUF17CHI458,76.0,SO,0,White,b,75,N,Y,N,N,0,78,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,9,1,1,1,1,1,1,1,0,0,1,1,1,10
TAMUF17CHI459,84.6,FR,0,White,a. Sci,90,Y,Y,N,N,0,87,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,13,1,1,0,1,1,1,1,1,0,1,1,1,10
TAMUF17CHI460,87.5,FR,0,White,b,77,Y,Y,N,N,0,78,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,14,1,1,0,1,0,1,1,1,1,1,1,1,10
TAMUF17CHI462,69.2,FR,1,White,a. Sci,77,Y,Y,Y,N,11-19,78,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,7,0,0,0,1,0,1,1,0,0,1,1,1,6
TAMUF17CHI463,84.1,FR,0,White,b,78,Y,Y,N,N,0,78,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI464,70.8,FR,0,White,b,76,Y,Y,N,N,0,87,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6,1,1,1,1,1,1,1,1,0,1,1,1,11
TAMUF17CHI465,77.9,FR,0,Hisp,c,78,Y,Y,N,N,0,78,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,8,1,0,0,0,1,0,1,1,1,1,1,1,8
TAMUF17CHI466,87.3,FR,1,White,a. Sci,77,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI467,76.9,FR,1,White,a. Sci,77,Y,Y,N,N,0,78,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI468,83.4,SO,0,White,a. Sci,76,N,N,N,N,0,87,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,1,1,1,0,0,1,0,0,1,1,8
TAMUF17CHI469,66.8,FR,0,"White,Hisp",c,76,N,N,N,N,0,87,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,9,1,1,0,1,1,0,1,0,0,0,1,1,7
TAMUF17CHI471,80.0,FR,0,White,b,78,N,Y,N,N,0,87,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,9,1,1,0,1,1,1,1,0,1,1,1,1,10
TAMUF17CHI472,94.9,FR,1,Asian,a. Eng,75,Y,Y,N,N,0,87,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI473,76.6,SO,0,Hisp,b,78,N,Y,N,N,0,87,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,1,1,1,1,1,0,1,1,1,0,1,1,10
TAMUF17CHI474,84.4,FR,0,White,,76,Y,Y,N,Y,0,87,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,6,1,1,1,1,0,1,1,0,1,0,1,1,9
TAMUF17CHI475,67.3,FR,0,Hisp,b,78,Y,Y,N,N,0,87,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,7,1,0,1,0,1,0,1,0,0,1,0,0,5
TAMUF17CHI477,80.0,FR,0,Hisp,b,77,Y,Y,N,N,0,78,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,8,1,1,0,1,1,0,1,0,1,1,1,1,9
TAMUF17CHI478,87.1,FR,1,White,a. Math,77,DK,Y,N,Y,1-10,87,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,14,1,1,1,1,1,0,1,0,1,1,1,1,10
TAMUF17CHI479,92.9,FR,1,White,b,75,,N,N,N,0,87,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI480,90.8,FR,1,White,a. Tech,78,Y,Y,N,N,0,78,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI481,89.0,FR,0,White,a. Sci,77,Y,Y,N,N,0,78,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,0,1,1,0,1,1,1,10
TAMUF17CHI482,69.8,FR,0,White,a. Sci,77,Y,Y,N,N,0,87,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,11,1,1,1,0,1,1,1,0,0,0,1,1,8
TAMUF17CHI483,88.3,FR,1,Hisp,b,75,N,Y,N,N,0,78,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,11,1,1,0,0,1,1,1,1,1,1,1,1,10
TAMUF17CHI485,78.3,FR,0,White,b,77,N,Y,N,Y,11-19,87,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,14,1,1,1,1,0,0,1,0,0,1,1,0,7
TAMUF17CHI486,77.5,FR,1,AsianInd,b,77,N,Y,N,N,0,78,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,16,1,1,1,1,1,0,0,1,0,1,1,1,9
TAMUF17CHI487,75.0,JR,0,White,c,77,Y,Y,Y,N,1-10,87,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,13,1,1,0,1,0,0,1,0,0,1,1,1,7
TAMUF17CHI488,79.1,SO,0,Asian,a. Sci,77,N,N,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,0,1,1,1,1,0,0,1,1,1,9
TAMUF17CHI489,88.6,FR,0,White,a. Sci,78,DK,Y,N,N,0,78,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,0,1,0,1,1,1,1,10
TAMUF17CHI490,79.7,FR,0,"Hisp,AsianInd",b,77,Y,Y,N,N,0,87,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,14,1,1,1,1,1,0,1,1,0,1,1,1,10
TAMUF17CHI491,62.6,FR,0,Hisp,STEM,77,N,N,N,Y,20-29,78,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,1,0,1,1,6
TAMUF17CHI492,77.0,FR,1,Hisp,b,78,N,N,N,N,0,78,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,15,1,1,0,0,0,0,1,0,0,1,1,1,6
TAMUF17CHI493,87.2,FR,0,Hisp,a. Sci,75,Y,N,N,N,0,87,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,9,1,1,1,1,1,1,1,0,1,0,1,1,10
TAMUF17CHI494,65.2,FR,0,Hisp,b,75,N,N,N,N,0,78,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,10,1,1,0,1,1,1,0,0,0,0,1,1,7
TAMUF17CHI495,81.1,FR,1,Asian,b,77,Y,Y,N,N,0,87,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,15,1,1,1,1,1,1,1,0,1,1,1,0,10
TAMUF17CHI496,91.3,FR,0,White,a. Sci,78,N,Y,Y,N,1-10,78,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,13,1,1,1,1,1,0,1,0,0,1,1,1,9
TAMUF17CHI497,79.2,FR,0,Mixed,a. Sci,77,Y,Y,N,N,0,78,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,9,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI498,75.6,SO,1,Hisp,b,75,N,N,N,N,0,78,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,1,1,0,0,1,1,0,1,1,0,8
TAMUF17CHI499,80.0,FR,1,White,d,75,N,Y,N,N,0,87,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,14,1,1,1,1,0,1,1,0,0,1,1,1,9
TAMUF17CHI500,78.7,SO,0,"White,Asian",b,77,Y,Y,N,Y,1-10,87,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,10,1,1,0,1,1,1,1,0,0,1,1,0,8
TAMUF17CHI501,92.6,FR,1,AsianInd,a. Eng,78,Y,Y,N,N,0,78,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,0,1,1,1,1,1,1,1,11
TAMUF17CHI502,94.6,FR,1,White,a. Eng,76,Y,Y,N,N,0,87,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI503,69.9,SO,0,Black,a. Math,78,N,Y,Y,N,11-19,87,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,15,1,1,1,0,1,1,1,1,1,1,1,1,11
TAMUF17CHI504,76.8,FR,1,PI,b,78,N,N,N,N,0,78,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,11,1,0,0,0,1,1,1,1,1,1,1,1,9
TAMUF17CHI505,73.6,FR,0,White,b,75,N,Y,N,N,0,78,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7,1,1,0,1,1,0,1,1,1,0,1,0,8
TAMUF17CHI506,85.9,SO,0,White,a. Sci,78,DK,Y,N,N,0,78,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,16,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI507,83.2,SO,0,White,b,76,Y,Y,N,N,0,87,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI508,94.0,FR,0,White,a. Sci,78,Y,Y,N,Y,1-10,78,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,14,1,1,1,1,1,1,1,1,1,1,1,0,11
TAMUF17CHI509,84.1,FR,0,White,b,78,Y,Y,N,N,20-29,87,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,14,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI510,82.0,FR,1,"White,Asian",b,78,N,N,N,N,0,78,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,13,1,1,0,1,1,0,1,0,1,1,1,1,9
TAMUF17CHI511,87.7,SO,1,Arab,b,77,Y,Y,N,Y,11-19,87,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,11,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI512,83.8,FR,0,White,,78,Y,Y,N,N,0,78,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,13,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI513,69.0,FR,1,White,c,77,Y,Y,N,N,0,78,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,10,1,1,0,0,1,0,1,0,1,1,1,1,8
TAMUF17CHI514,87.9,SO,1,"Asian,White",b,76,Y,Y,N,N,0,87,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI515,88.1,FR,0,White,d,75,N,N,N,N,0,78,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,12,1,1,1,1,1,0,1,0,1,1,1,1,10
TAMUF17CHI516,96.2,SO,0,White,b,76,Y,Y,Y,N,11-19,87,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI518,85.4,FR,0,White,a. Sci,76,N,Y,N,Y,1-10,78,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,17,1,1,1,1,1,0,1,0,1,1,1,0,9
TAMUF17CHI519,77.6,FR,1,White,STEM,78,N,Y,N,N,0,87,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI520,89.4,FR,1,Asian,b,78,N,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI521,81.8,FR,0,White,b,75,Y,Y,N,N,0,87,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,12,1,1,1,1,1,1,1,1,0,1,1,1,11
TSUF17CHIM001,80.7,FR,0,Black,b,75,N,Y,N,N,0,87,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,1,0,1,1,0,0,1,0,6
TSUF17CHIM003,68.5,FR,0,White,b,62,Y,Y,N,N,0,78,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,3
TSUF17CHIM004,79.8,SO,0,White,a. Sci,78,Y,Y,N,Y,11-19,78,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,1,1,0,4
TSUF17CHIM007,82.0,SO,0,White,a. Sci,106-0046,Y,Y,N,N,0,78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,1,0,1,1,0,1,6
TSUF17CHIM008,81.6,JR,0,White,a. Sci,78,Y,Y,N,Y,20-29,87,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,3
TSUF17CHIM009,94.0,FR,1,"White,Hisp",a. Sci,76,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0,1,1,0,1,0,1,0,0,0,1,1,6
TSUF17CHIM011,74.4,FR,0,Hisp,b,76,N,N,N,N,0,78,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,2
TSUF17CHIM012,67.4,JR,0,Mixed,a. Sci,78,N,N,N,Y,40+,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
TSUF17CHIM013,60.0,SO,1,White,a. Sci,78,Y,Y,N,Y,20-29,78,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,9,0,1,0,1,1,1,0,0,0,1,0,0,5
