school,course,class,gender,ethnic,major,zip,grand,parent,emp_on,emp_off,hrs,ver,MQ1,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ10,MQ11,MQ12,MQ13,MQ14,MQ15,MQ16,MQ17,MQ18,MQ19,MQ20,must,Q1A,Q1c,Q2A,Q2C,Q3A,Q3C,Q4A,Q4C,Q5A,Q5C,Q6A,Q6C,comm
TAMUF17CHI122,93.4,JR,0,White,b,75,Y,Y,N,N,0,78,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI124,93.8,FR,0,White,a. Sci,28,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,17,1,1,1,1,1,0,1,1,1,1,1,0,10
TAMUF17CHI125,92.1,FR,0,Hisp,b,76,Y,Y,N,N,0,78,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI126,59.0,FR,,Hisp,b,78,N,Y,N,N,0,78,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7,1,1,1,0,0,0,1,0,1,1,1,1,8
TAMUF17CHI127,69.9,FR,0,Hisp,a. Sci,78,Y,Y,N,N,0,78,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,9,1,1,1,1,1,1,1,0,1,1,1,0,10
TAMUF17CHI128,95.1,FR,0,White,b,78,N,Y,N,N,0,78,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,16,1,1,1,1,1,1,1,1,1,1,0,1,11
TAMUF17CHI129,95.5,FR,0,Hisp,a. Sci,77,DK,,N,N,0,78,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,16,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI130,82.4,FR,0,"White,Hisp",a. Sci,76,DK,Y,N,N,0,87,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,8,1,1,1,1,0,0,1,0,1,0,1,0,7
TAMUF17CHI131,87.0,FR,1,Hisp,d,78,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,0,11
TAMUF17CHI132,90.4,FR,1,White,a. Sci,77,Y,Y,N,Y,1-10,78,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,0,11
TAMUF17CHI133,91.0,SO,0,White,c,77,N,Y,N,N,0,87,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,14,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI134,93.7,FR,1,White,a. Sci,78,N,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI135,96.3,JR,0,White,b,75,Y,Y,N,N,0,78,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI136,80.9,FR,1,White,b,77,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,18,1,1,1,1,0,1,1,1,1,1,1,1,11
TAMUF17CHI137,90.2,SO,0,"White, NA",b,76,N,Y,N,N,0,78,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,11,1,1,1,1,1,0,1,1,1,1,1,0,10
TAMUF17CHI138,88.6,SO,0,White,b,76,N,N,N,N,0,78,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5,1,1,1,1,1,1,1,0,0,0,1,1,9
TAMUF17CHI139,88.5,FR,0,White,b,77,Y,Y,N,N,0,87,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,9,1,1,1,1,1,1,0,1,1,1,1,1,11
TAMUF17CHI141,75.9,FR,0,White,a. Sci,78,Y,Y,N,Y,1-10,78,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,14,1,1,1,1,1,1,1,1,0,0,1,1,10
TAMUF17CHI142,70.7,SO,1,White,a. Sci,78,Y,Y,N,N,0,87,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,5,1,1,1,1,1,0,1,0,0,1,1,0,8
TAMUF17CHI143,60.6,FR,0,White,a. Eng,78,Y,Y,N,N,0,87,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,7,0,1,0,1,0,0,0,1,0,1,1,1,6
TAMUF17CHI144,47.9,SO,,Hisp,b,76,N,N,N,N,0,87,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,3
TAMUF17CHI145,96.3,FR,0,AsianInd,STEM,77,Y,Y,N,N,0,78,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI146,65.7,FR,0,Hisp,b,78,N,Y,N,N,0,78,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,10,1,0,1,0,1,0,1,0,0,0,1,0,5
TAMUF17CHI147,94.3,SO,1,White,b,78,Y,Y,N,N,0,78,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,14,1,1,1,1,1,1,0,1,1,0,0,1,9
TAMUF17CHI149,82.6,FR,0,Asian,b,75,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,17,1,1,1,1,0,0,1,0,1,1,1,0,8
TAMUF17CHI150,78.2,FR,0,Hisp,b,21,N,Y,N,N,0,87,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,11,1,0,0,1,1,1,1,0,1,1,1,1,9
TAMUF17CHI151,88.6,FR,0,Hisp,a. Sci,77,N,N,N,N,0,78,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,16,1,1,1,1,1,0,0,1,0,1,1,1,9
TAMUF17CHI152,72.6,SO,0,Hisp,,76,N,N,Y,N,1-10,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,5,1,1,1,0,1,1,1,0,1,0,0,1,8
TAMUF17CHI153,72.9,SO,1,Hisp,b,78,N,N,N,Y,11-19,87,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,12,1,1,0,0,1,0,1,0,0,1,1,1,7
TAMUF17CHI154,76.0,FR,1,Hisp,a. Math,78,N,N,Y,N,1-10,87,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,17,1,1,0,0,1,0,1,1,0,1,1,0,7
TAMUF17CHI155,88.2,FR,1,White,b,78,Y,Y,N,Y,1-10,78,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,15,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI156,56.2,FR,0,Hisp,a. Sci,78,N,Y,N,N,0,78,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,14,0,0,0,0,0,0,1,0,0,0,1,1,3
TAMUF17CHI157,88.8,SO,0,"Asian, PI",b,77,DK,Y,N,N,0,87,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,16,1,1,1,1,1,1,1,0,1,1,1,0,10
TAMUF17CHI158,59.8,FR,0,Hisp,b,78,N,N,N,N,0,87,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,12,1,1,0,1,1,0,0,1,0,0,1,1,7
TAMUF17CHI159,95.0,FR,0,Asian,a. Eng,77,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI160,79.7,FR,0,White,a. Sci,77,Y,Y,N,Y,1-10,87,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,15,1,1,1,1,0,0,1,1,0,0,1,0,7
TAMUF17CHI161,96.3,FR,1,White,a. Eng,77,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,18,1,1,1,1,0,1,1,1,1,1,1,1,11
TAMUF17CHI162,75.3,SO,0,White,b,76,Y,Y,N,N,0,78,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,12,1,1,1,1,1,0,0,0,1,1,1,0,8
TAMUF17CHI163,98.9,FR,1,White,b,76,Y,Y,N,N,0,78,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI164,84.5,SO,1,Hisp,b,77,N,N,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,19,1,1,1,1,1,1,1,0,1,1,1,0,10
TAMUF17CHI165,78.0,FR,1,"Hisp,Black",,75,N,N,N,N,0,78,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,14,1,1,1,1,0,1,1,1,1,1,1,1,11
TAMUF17CHI167,74.8,SO,0,Hisp,a. Sci,77,N,N,N,N,0,78,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,1,1,1,0,0,1,1,1,8
TAMUF17CHI168,95.9,FR,0,Hisp,b,78,DK,Y,N,N,0,87,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,15,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI169,75.1,FR,1,Hisp,a. Sci,77,N,Y,N,N,0,78,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,14,1,1,1,1,1,1,1,0,0,1,1,0,9
TAMUF17CHI170,95.0,JR,0,"White,Asian",b,77,N,N,N,N,0,87,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,16,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI171,89.9,JR,0,White,c,77,Y,Y,N,Y,1-10,78,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,12,1,1,1,1,1,0,1,0,1,1,1,0,9
TAMUF17CHI172,92.8,FR,0,White,a. Sci,24,Y,Y,N,N,0,78,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,14,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI173,64.8,FR,0,Hisp,b,78,DK,DK,N,N,0,87,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0,0,0,1,0,1,1,1,1,7
TAMUF17CHI174,75.0,FR,0,Black,b,77,N,N,N,Y,11-19,87,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7,1,1,0,1,1,0,1,0,0,1,1,1,8
TAMUF17CHI175,41.9,FR,0,Hisp,a. Sci,78,N,N,Y,N,1-10,87,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,10,0,1,0,0,1,0,1,1,0,1,0,0,5
TAMUF17CHI176,87.9,FR,0,White,b,75,Y,Y,N,N,0,78,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,14,1,1,0,1,1,1,0,1,1,1,1,0,9
TAMUF17CHI177,79.2,FR,0,White,b,,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,15,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI178,87.9,FR,0,White,b,77,Y,Y,N,N,0,87,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI179,87.4,FR,1,Asian,b,77,N,N,N,N,0,87,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,18,1,1,1,1,1,1,1,1,0,1,1,0,10
TAMUF17CHI180,78.5,FR,0,White,a. Sci,75,Y,Y,N,N,0,78,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,12,1,1,1,1,1,0,1,1,0,1,1,0,9
TAMUF17CHI181,93.8,FR,0,White,b,77,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI182,86.7,SO,0,White,b,78,DK,Y,N,N,0,87,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,14,1,1,0,1,1,0,1,1,1,1,1,1,10
TAMUF17CHI183,85.8,FR,0,White,b,75,N,N,N,N,0,78,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,9,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI184,89.3,FR,0,White,b,78,Y,Y,N,N,0,78,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,8,1,1,0,1,1,0,1,0,1,1,1,0,8
TAMUF17CHI185,90.6,JR,0,White,c,75,Y,Y,N,N,0,78,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI186,99.7,FR,1,AsianInd,b,76,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI187,89.3,FR,,Black,,,,,,,,78,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI188,77.7,SO,,White,b,76,N,N,N,N,0,78,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,1,1,1,0,1,1,1,0,1,0,9
TAMUF17CHI189,80.7,FR,0,White,b,77,Y,Y,N,N,0,78,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,7,1,1,1,1,1,1,1,0,1,0,1,1,10
TAMUF17CHI190,75.4,FR,1,White,a. Sci,77,Y,Y,N,N,0,87,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,0,1,1,0,0,1,1,1,9
TAMUF17CHI191,95.7,FR,,White,b,78,N,N,N,N,0,78,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,13,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI192,69.9,SO,1,Hisp,b,75,N,N,N,N,0,78,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,12,1,1,0,0,0,1,1,0,1,0,1,0,6
TAMUF17CHI194,85.0,FR,0,Hisp,b,75,N,N,Y,N,20-29,87,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,10,1,1,1,0,1,1,1,0,1,1,1,1,10
TAMUF17CHI195,78.6,FR,0,White,b,77,N,Y,N,Y,20-29,87,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,13,1,1,1,1,1,0,1,1,1,0,1,1,10
TAMUF17CHI196,78.5,FR,0,White,b,78,Y,Y,N,N,0,78,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,0,1,1,0,1,0,0,1,1,1,8
TAMUF17CHI197,75.7,FR,0,Hisp,b,78,N,N,N,N,0,78,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,1,1,1,1,1,1,1,0,1,1,0,0,9
TAMUF17CHI198,93.4,SO,1,White,b,75,Y,Y,N,N,0,87,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,15,1,1,1,1,1,1,1,1,0,1,1,1,11
TAMUF17CHI199,95.1,FR,0,White,a. Sci,76,Y,Y,N,N,0,78,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,12,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI200,70.8,FR,0,White,c,77,Y,Y,N,N,0,87,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,11,1,1,1,0,1,0,1,0,0,0,1,1,7
TAMUF17CHI201,82.2,SO,0,White,b,76,DK,Y,Y,N,20-29,78,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,9,1,1,1,1,1,1,1,1,1,0,1,1,11
TAMUF17CHI203,76.0,FR,0,Hisp,d,78,N,Y,N,N,0,87,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,1,0,0,1,0,0,1,0,1,1,1,1,7
TAMUF17CHI204,90.0,FR,0,White,b,UK,Y,Y,N,N,0,78,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,14,1,1,0,1,1,1,1,1,1,1,1,1,11
TAMUF17CHI206,87.6,FR,0,White,a. Sci,77,DK,Y,N,Y,0,78,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,11,1,1,1,1,1,0,1,0,0,0,1,1,8
TAMUF17CHI207,88.0,SO,1,"White,Hisp",b,77,DK,Y,N,N,0,78,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,14,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI208,85.5,FR,0,White,b,75,N,Y,N,N,0,78,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,9,1,1,1,1,1,0,1,0,1,1,1,1,10
TAMUF17CHI209,96.4,FR,0,Asian,b,77,N,N,N,N,0,87,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI210,90.5,FR,1,White,b,78,Y,Y,N,N,0,78,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,14,1,1,1,1,0,1,0,0,1,1,1,1,9
TAMUF17CHI211,96.2,FR,1,Asian,a. Sci,77,N,Y,N,N,0,78,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,0,1,0,1,1,1,0,9
TAMUF17CHI212,62.1,FR,1,White,a. Sci,77,N,N,N,N,0,78,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,1,1,1,1,0,1,0,0,1,7
TAMUF17CHI213,73.4,FR,0,White,b,77,Y,Y,N,N,0,78,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,10,1,1,1,1,1,1,1,0,0,1,1,1,10
TAMUF17CHI214,91.7,FR,1,Black,a. Sci,77,DK,Y,N,N,0,78,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,14,1,1,1,0,1,1,1,0,1,1,1,1,10
TAMUF17CHI215,94.7,FR,1,White,b,76,Y,Y,N,N,0,78,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI216,94.8,FR,0,White,a. Eng,77,,,N,Y,1-10,87,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,12,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI217,75.3,FR,1,White,a. Sci,76,N,Y,N,Y,1-10,78,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,7,1,1,1,1,1,1,1,0,0,0,1,1,9
TAMUF17CHI218,71.8,FR,,White,a. Sci,78,Y,N,N,N,0,87,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,15,1,1,0,1,1,1,1,0,1,0,1,1,9
TAMUF17CHI219,64.0,FR,1,"Asian,White",a. Math,78,Y,Y,N,N,0,87,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,12,0,1,1,0,0,1,1,0,1,1,1,1,8
TAMUF17CHI220,80.9,FR,1,White,a. Sci,75,N,Y,N,N,0,78,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,15,1,1,1,1,1,0,1,1,1,1,1,0,10
TAMUF17CHI221,81.7,FR,0,White,b,77,N,Y,N,Y,0,87,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,9,1,1,1,1,1,0,1,0,0,1,1,0,8
TAMUF17CHI223,95.7,FR,0,AsianInd,b,78,N,Y,N,N,0,78,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI224,77.5,FR,1,White,b,75,Y,Y,N,N,0,87,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,10,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI225,64.2,FR,0,White,a. Sci,77,N,N,N,N,0,78,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,10,1,1,0,0,1,0,1,1,0,1,1,1,8
TAMUF17CHI226,82.7,FR,1,White,a. Sci,78,Y,Y,N,N,0,78,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,16,1,1,0,1,1,1,1,1,1,1,1,1,11
TAMUF17CHI227,85.7,FR,0,White,a. Sci,56,Y,Y,N,N,0,78,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,16,1,1,0,1,0,1,1,1,1,1,1,1,10
TAMUF17CHI228,84.7,SO,0,White,a. Sci,79,Y,Y,N,N,0,87,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,10,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI230,86.0,FR,1,White,a. Eng,79,Y,Y,N,N,0,78,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,14,1,1,0,1,1,1,1,1,1,1,0,1,10
TAMUF17CHI231,90.8,FR,0,White,a. Sci,76,Y,Y,N,N,0,78,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,15,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI232,93.3,SO,1,White,b,75,Y,Y,N,N,0,87,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,10,1,1,0,1,1,0,1,1,1,1,1,1,10
TAMUF17CHI233,91.3,FR,0,White,b,75,N,Y,N,N,0,87,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI234,73.9,FR,0,White,,76,Y,Y,N,N,0,78,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,11,1,1,1,0,1,0,1,1,1,0,1,1,9
TAMUF17CHI235,88.6,FR,1,Arab,b,75,N,Y,N,N,0,78,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,1,1,0,0,1,0,1,1,1,1,9
TAMUF17CHI236,64.7,FR,1,Asian,a. Sci,77,DK,DK,N,N,0,78,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,16,1,1,0,1,0,1,1,0,1,0,1,1,8
TAMUF17CHI237,83.9,FR,0,White,a. Sci,78,Y,Y,N,N,0,87,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5,1,1,0,1,0,1,1,1,0,1,1,1,9
TAMUF17CHI238,91.4,FR,0,White,b,78,Y,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,16,1,1,1,0,1,0,1,1,1,1,1,1,10
TAMUF17CHI239,88.7,FR,0,White,b,76,Y,Y,N,N,0,78,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI240,94.1,FR,0,White,a. Sci,77,N,Y,N,Y,11-19,78,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,16,1,1,1,1,1,0,1,1,1,1,1,1,11
TAMUF17CHI241,92.6,FR,1,White,a. Sci,77,Y,Y,N,N,0,78,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,0,1,1,1,1,1,1,1,1,1,1,11
TAMUF17CHI242,76.4,FR,0,White,a. Sci,77,Y,Y,N,N,0,78,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,1,1,1,1,1,0,1,1,0,0,1,0,8
TAMUF17CHI245,86.4,FR,0,Asian,b,75,N,Y,N,N,0,78,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI246,96.3,FR,1,Hisp,a. Sci,77,N,Y,N,N,0,87,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,17,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI247,86.5,FR,1,Hisp,a. Eng,78,Y,Y,N,N,0,87,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,17,1,1,1,0,1,1,1,0,1,0,1,1,9
TAMUF17CHI248,79.2,FR,0,White,b,77,Y,Y,N,N,0,87,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,11,1,1,1,1,1,0,0,1,0,1,1,1,9
TAMUF17CHI249,93.8,FR,0,AsianInd,b,78,Y,Y,N,N,0,78,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,16,1,1,1,1,1,1,1,0,1,1,1,1,11
TAMUF17CHI250,66.4,FR,0,White,b,77,Y,Y,N,N,0,78,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6,1,1,0,0,0,0,1,0,1,1,0,0,5
TAMUF17CHI251,95.4,FR,0,White,b,77,Y,Y,N,N,0,87,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,14,1,1,0,1,1,0,1,1,1,1,1,1,10
TAMUF17CHI252,84.4,FR,1,White,b,75,Y,Y,N,N,0,78,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,12,1,0,1,1,1,1,1,0,1,1,0,0,8
TAMUF17CHI253,95.2,SR,0,Asian,c,77,N,N,Y,N,11-19,78,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,12
TAMUF17CHI254,81.8,FR,0,Asian,c,15,Y,Y,N,N,0,87,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,15,1,1,0,1,1,0,0,0,1,1,1,1,8
TAMUF17CHI256,86.8,FR,1,White,b,77,Y,Y,N,N,0,87,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,11,1,1,1,1,0,1,0,0,1,0,1,0,7
TAMUF17CHI257,90.8,FR,0,"Asian,White",,77,DK,Y,N,N,0,78,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,15,1,1,1,1,1,0,1,1,1,1,1,1,11
