"school","course","class","gender","ethnic","major","zip","grand","parent","emp_on","emp_off","hrs","ver","MQ1","MQ2","MQ3","MQ4","MQ5","MQ6","MQ7","MQ8","MQ9","MQ10","MQ11","MQ12","MQ13","MQ14","MQ15","MQ16","MQ17","MQ18","MQ19","MQ20","must","Q1A","Q1C","Q2A","Q2C","Q3A","Q3C","Q4A","Q4C","Q5A","Q5C","Q6A","Q6C","comm","pass","alg","conc"
"TAMU",93.5,"JR","1","Mixed","stem","78","N","N","N","N","0","78",0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",85,"FR","1","Hisp","med","78","Y","Y","N","N","0","87",1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,11,1,1,0,0,0,0,1,0,1,1,1,0,6,1,4,2
"TAMU",99.1,"FR","1","White","med","78","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",69.2,"FR","0","White","med","78","Y","Y","N","N","0","87",1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,12,1,1,1,1,0,0,1,0,1,1,1,1,9,0,5,4
"TAMU",52,"FR","0","Hisp","stem","76","N","N","N","Y","20-29","87",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,1,1,0,0,0,1,0,0,1,1,1,7,0,4,3
"TAMU",71.6,"FR","0","Hisp","med","77","N","N","Y","N","11-19","87",0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,10,1,1,0,1,1,0,1,1,1,1,0,1,9,1,4,5
"TAMU",74,"FR","0","Hisp","med","78","N","N","Y","N","11-19","87",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,1,0,1,1,1,1,1,1,9,1,5,4
"TAMU",92.2,"FR","0","Mixed","other","78","DK","N","N","N","0","87",0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,12,1,1,1,0,1,0,1,1,1,1,1,1,10,1,6,4
"TAMU",92.4,"SO","0","Hisp","med","77","N","Y","N","N","0","78",1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,13,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",82.7,"FR","1","Hisp","stem","78","Y","Y","N","N","0","78",1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,10,1,1,0,1,1,0,1,1,1,0,1,0,8,1,5,3
"TAMU",84.4,"JR","0","White","med","76","Y","Y","Y","N","1-10","78",1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,1,1,1,1,0,1,1,0,1,1,1,1,10,1,5,5
"TAMU",94.5,"FR","0","White","med","78","N","Y","N","N","0","87",1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,0,11,1,6,5
"TAMU",87,"SO","0","Hisp","med","75","N","N","N","N","0","78",1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7,1,1,0,1,1,1,1,1,1,1,1,1,11,1,5,6
"TAMU",73.6,"SO","0","Mixed","med","75","N","Y","N","N","0","87",1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,8,1,1,1,1,1,0,1,0,0,0,1,0,7,1,5,2
"TAMU",93.3,"FR","1","Other","med","95","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",66,"FR","1","Mixed","med","78","N","N","N","N","0","87",1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,10,1,1,0,0,1,0,1,0,0,0,1,1,6,0,4,2
"TAMU",86.4,"FR","0","Hisp","stem","76","N","Y","N","N","0","87",1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4
"TAMU",89.6,"FR","0","Hisp","other","78","Y","Y","N","N","0","87",0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,8,1,1,1,1,1,1,1,1,0,0,1,1,10,1,5,5
"TAMU",82.4,"FR","0","Mixed","stem","77","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,16,1,1,0,1,1,0,1,1,1,1,1,1,10,1,5,5
"TAMU",60.3,"FR","0","Hisp","med","76","N","N","N","N","0","78",0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,9,1,1,0,1,1,1,1,0,0,0,1,1,8,0,4,4
"TAMU",86.5,"FR","1","White","other","76","DK","Y","Y","N","1-10","78",0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,14,1,1,1,1,0,1,1,0,0,1,1,1,9,1,4,5
"TAMU",90.6,"FR","1","White","med","77","N","Y","N","N","0","87",1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",84.8,"FR","0","White","stem","77","Y","Y","N","N","0","78",0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,11,1,1,1,1,1,0,1,1,0,1,1,1,10,1,5,5
"TAMU",92.1,"FR","0","White","med","78","DK","Y","N","N","0","87",1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,13,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",79.2,"FR","0","Asian","stem","78","N","Y","N","N","0","87",1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,11,1,1,0,1,1,0,1,0,1,0,1,0,7,1,5,2
"TAMU",91.9,"FR","0","White","med","77","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,19,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",67.4,"SO","0","White","med","77","Y","Y","N","N","0","78",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6,1,1,0,1,1,0,1,0,1,0,1,1,8,0,5,3
"TAMU",67.1,"FR","0","White","other","77","Y","Y","N","N","0","87",0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,10,1,1,0,1,1,1,1,0,0,1,1,0,8,0,4,4
"TAMU",88,"FR","1","White","stem","77","DK","Y","N","N","0","78",1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,13,1,1,1,1,1,1,1,0,1,0,1,1,10,1,6,4
"TAMU",94.9,"FR","1","Hisp","stem","76","DK","Y","N","N","0","87",1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,11,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",83.2,"JR","0","White","med","77","Y","Y","Y","N","1-10","78",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,1,1,0,0,1,0,1,0,1,1,8,1,5,3
"TAMU",91.6,"FR","1","White","stem","20","Y","Y","N","N","0","78",0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,12,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",91.5,"FR","0","Asian","med","78","Y","Y","N","N","0","87",0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,15,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4
"TAMU",83.6,"FR","0","Mixed","stem","78","Y","Y","N","N","0","78",1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,10,1,1,1,0,1,0,1,0,1,1,1,0,8,1,6,2
"TAMU",86.8,"FR","1","White","stem","76","N","Y","N","N","0","78",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",91.2,"FR","0","White","stem","77","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,17,1,1,1,0,1,1,1,1,1,1,1,1,11,1,6,5
"TAMU",77.7,"FR","1","Hisp","other","78","N","Y","N","N","0","78",0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6,1,1,1,1,1,0,1,0,0,0,1,1,8,1,5,3
"TAMU",71.7,"FR","0","White","med","77","Y","N","N","N","0","87",1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,11,1,1,1,1,1,0,1,0,0,1,1,0,8,1,5,3
"TAMU",84.7,"FR","1","Mixed","med","78","Y","Y","N","N","0","87",1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,15,1,1,0,1,1,0,1,0,0,1,0,0,6,1,3,3
"TAMU",77.7,"JR","0","White","stem","77","Y","Y","Y","N","0","87",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,7,1,1,0,1,1,0,1,0,0,0,1,1,7,1,4,3
"TAMU",86.5,"FR","0","White","med","77","N","Y","N","N","0","78",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,1,0,1,1,0,1,0,0,0,1,0,6,1,4,2
"TAMU",96.5,"FR","1","White","stem","77","N","Y","N","N","0","87",1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,0,11,1,6,5
"TAMU",83.6,"FR","0","White","stem","78","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",89.5,"FR","0","White","stem","77","Y","Y","N","N","0","87",1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,13,1,1,1,1,1,1,1,1,1,1,1,0,11,1,6,5
"TAMU",77.2,"SO","0","White","stem","76","Y","Y","N","N","0","78",1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,10,1,0,1,1,1,0,1,0,1,1,1,1,9,1,6,3
"TAMU",71.7,"FR","0","White","stem","78","Y","Y","N","N","0","87",1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,7,1,1,0,1,1,1,1,0,1,0,1,0,8,1,5,3
"TAMU",84.3,"FR","0","White","stem","77","N","N","N","Y","1-10","78",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,17,1,1,1,1,1,1,1,1,0,1,0,0,9,1,4,5
"TAMU",86.5,"JR","0","White","other","78","Y","Y","N","N","0","87",0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6,1,1,1,1,1,0,1,0,1,0,1,1,9,1,6,3
"TAMU",76.6,"FR","0","White","stem","75","Y","Y","N","N","0","87",1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,11,1,1,1,1,1,0,1,0,0,1,1,0,8,1,5,3
"TAMU",58.2,"FR","1","White","stem","78","N","Y","N","N","0","87",1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,9,1,1,0,1,1,1,1,0,0,0,1,1,8,0,4,4
"TAMU",76,"SO","0","White","med","75","N","Y","N","N","0","78",1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,9,1,1,1,1,1,1,1,0,0,1,1,1,10,1,5,5
"TAMU",84.6,"FR","0","White","stem","90","Y","Y","N","N","0","87",0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,13,1,1,0,1,1,1,1,1,0,1,1,1,10,1,4,6
"TAMU",87.5,"FR","0","White","med","77","Y","Y","N","N","0","78",1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,14,1,1,0,1,0,1,1,1,1,1,1,1,10,1,4,6
"TAMU",69.2,"FR","1","White","stem","77","Y","Y","Y","N","11-19","78",1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,7,0,0,0,1,0,1,1,0,0,1,1,1,6,0,2,4
"TAMU",84.1,"FR","0","White","med","78","Y","Y","N","N","0","78",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",70.8,"FR","0","White","med","76","Y","Y","N","N","0","87",1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6,1,1,1,1,1,1,1,1,0,1,1,1,11,1,5,6
"TAMU",77.9,"FR","0","Hisp","other","78","Y","Y","N","N","0","78",1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,8,1,0,0,0,1,0,1,1,1,1,1,1,8,1,5,3
"TAMU",87.3,"FR","1","White","stem","77","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",76.9,"FR","1","White","stem","77","Y","Y","N","N","0","78",1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",83.4,"SO","0","White","stem","76","N","N","N","N","0","87",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,1,1,1,0,0,1,0,0,1,1,8,1,4,4
"TAMU",66.8,"FR","0","Mixed","other","76","N","N","N","N","0","87",1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,9,1,1,0,1,1,0,1,0,0,0,1,1,7,0,4,3
"TAMU",80,"FR","0","White","med","78","N","Y","N","N","0","87",1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,9,1,1,0,1,1,1,1,0,1,1,1,1,10,1,5,5
"TAMU",94.9,"FR","1","Asian","stem","75","Y","Y","N","N","0","87",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",76.6,"SO","0","Hisp","med","78","N","Y","N","N","0","87",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,1,1,1,1,1,0,1,1,1,0,1,1,10,1,6,4
"TAMU",84.4,"FR","0","White","other","76","Y","Y","N","Y","0","87",1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,6,1,1,1,1,0,1,1,0,1,0,1,1,9,1,5,4
"TAMU",67.3,"FR","0","Hisp","med","78","Y","Y","N","N","0","87",1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,7,1,0,1,0,1,0,1,0,0,1,0,0,5,0,4,1
"TAMU",80,"FR","0","Hisp","med","77","Y","Y","N","N","0","78",1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,8,1,1,0,1,1,0,1,0,1,1,1,1,9,1,5,4
"TAMU",87.1,"FR","1","White","stem","77","DK","Y","N","Y","1-10","87",1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,14,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4
"TAMU",92.9,"FR","1","White","med","75","DK","N","N","N","0","87",0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",90.8,"FR","1","White","stem","78","Y","Y","N","N","0","78",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",89,"FR","0","White","stem","77","Y","Y","N","N","0","78",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,0,1,1,0,1,1,1,10,1,5,5
"TAMU",69.8,"FR","0","White","stem","77","Y","Y","N","N","0","87",1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,11,1,1,1,0,1,1,1,0,0,0,1,1,8,0,5,3
"TAMU",88.3,"FR","1","Hisp","med","75","N","Y","N","N","0","78",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,11,1,1,0,0,1,1,1,1,1,1,1,1,10,1,5,5
"TAMU",78.3,"FR","0","White","med","77","N","Y","N","Y","11-19","87",0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,14,1,1,1,1,0,0,1,0,0,1,1,0,7,1,4,3
"TAMU",77.5,"FR","1","Other","med","77","N","Y","N","N","0","78",1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,16,1,1,1,1,1,0,0,1,0,1,1,1,9,1,4,5
"TAMU",75,"JR","0","White","other","77","Y","Y","Y","N","1-10","87",0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,13,1,1,0,1,0,0,1,0,0,1,1,1,7,1,3,4
"TAMU",79.1,"SO","0","Asian","stem","77","N","N","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,0,1,1,1,1,0,0,1,1,1,9,1,4,5
"TAMU",88.6,"FR","0","White","stem","78","DK","Y","N","N","0","78",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4
"TAMU",79.7,"FR","0","Mixed","med","77","Y","Y","N","N","0","87",1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,14,1,1,1,1,1,0,1,1,0,1,1,1,10,1,5,5
"TAMU",62.6,"FR","0","Hisp","stem","77","N","N","N","Y","20-29","78",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,1,0,1,1,6,0,4,2
"TAMU",77,"FR","1","Hisp","med","78","N","N","N","N","0","78",1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,15,1,1,0,0,0,0,1,0,0,1,1,1,6,1,3,3
"TAMU",87.2,"FR","0","Hisp","stem","75","Y","N","N","N","0","87",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,9,1,1,1,1,1,1,1,0,1,0,1,1,10,1,6,4
"TAMU",65.2,"FR","0","Hisp","med","75","N","N","N","N","0","78",1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,10,1,1,0,1,1,1,0,0,0,0,1,1,7,0,3,4
"TAMU",81.1,"FR","1","Asian","med","77","Y","Y","N","N","0","87",1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,15,1,1,1,1,1,1,1,0,1,1,1,0,10,1,6,4
"TAMU",91.3,"FR","0","White","stem","78","N","Y","Y","N","1-10","78",1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,13,1,1,1,1,1,0,1,0,0,1,1,1,9,1,5,4
"TAMU",79.2,"FR","0","Mixed","stem","77","Y","Y","N","N","0","78",1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,9,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",75.6,"SO","1","Hisp","med","75","N","N","N","N","0","78",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,1,1,0,0,1,1,0,1,1,0,8,1,4,4
"TAMU",80,"FR","1","White","dual","75","N","Y","N","N","0","87",0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,14,1,1,1,1,0,1,1,0,0,1,1,1,9,1,4,5
"TAMU",78.7,"SO","0","Mixed","med","77","Y","Y","N","Y","1-10","87",1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,10,1,1,0,1,1,1,1,0,0,1,1,0,8,1,4,4
"TAMU",92.6,"FR","1","Other","stem","78","Y","Y","N","N","0","78",1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,0,1,1,1,1,1,1,1,11,1,5,6
"TAMU",94.6,"FR","1","White","stem","76","Y","Y","N","N","0","87",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",69.9,"SO","0","Black","stem","78","N","Y","Y","N","11-19","87",0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,15,1,1,1,0,1,1,1,1,1,1,1,1,11,0,6,5
"TAMU",76.8,"FR","1","Other","med","78","N","N","N","N","0","78",0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,11,1,0,0,0,1,1,1,1,1,1,1,1,9,1,5,4
"TAMU",73.6,"FR","0","White","med","75","N","Y","N","N","0","78",1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7,1,1,0,1,1,0,1,1,1,0,1,0,8,1,5,3
"TAMU",85.9,"SO","0","White","stem","78","DK","Y","N","N","0","78",1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,16,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",83.2,"SO","0","White","med","76","Y","Y","N","N","0","87",0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",94,"FR","0","White","stem","78","Y","Y","N","Y","1-10","78",1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,14,1,1,1,1,1,1,1,1,1,1,1,0,11,1,6,5
"TAMU",84.1,"FR","0","White","med","78","Y","Y","N","N","20-29","87",1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,14,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",82,"FR","1","Mixed","med","78","N","N","N","N","0","78",1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,13,1,1,0,1,1,0,1,0,1,1,1,1,9,1,5,4
"TAMU",87.7,"SO","1","Other","med","77","Y","Y","N","Y","11-19","87",1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,11,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",83.8,"FR","0","White","other","78","Y","Y","N","N","0","78",1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,13,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",69,"FR","1","White","other","77","Y","Y","N","N","0","78",1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,10,1,1,0,0,1,0,1,0,1,1,1,1,8,0,5,3
"TAMU",87.9,"SO","1","Mixed","med","76","Y","Y","N","N","0","87",1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",88.1,"FR","0","White","dual","75","N","N","N","N","0","78",0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,12,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4
"TAMU",96.2,"SO","0","White","med","76","Y","Y","Y","N","11-19","87",0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",85.4,"FR","0","White","stem","76","N","Y","N","Y","1-10","78",1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,17,1,1,1,1,1,0,1,0,1,1,1,0,9,1,6,3
"TAMU",77.6,"FR","1","White","stem","78","N","Y","N","N","0","87",1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",89.4,"FR","1","Asian","med","78","N","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",81.8,"FR","0","White","med","75","Y","Y","N","N","0","87",1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,12,1,1,1,1,1,1,1,1,0,1,1,1,11,1,5,6
"TSU",80.7,"FR","0","Black","med","75","N","Y","N","N","0","87",1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,1,0,1,1,0,0,1,0,6,1,4,2
"TSU",68.5,"FR","0","White","med","62","Y","Y","N","N","0","78",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,3,0,1,2
"TSU",79.8,"SO","0","White","stem","78","Y","Y","N","Y","11-19","78",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,1,1,0,4,1,2,2
"TSU",82,"SO","0","White","stem","106-0046","Y","Y","N","N","0","78",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,1,0,1,1,0,1,6,1,3,3
"TSU",81.6,"JR","0","White","stem","78","Y","Y","N","Y","20-29","87",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,3,1,2,1
"TSU",94,"FR","1","Mixed","stem","76","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0,1,1,0,1,0,1,0,0,0,1,1,6,1,4,2
"TSU",74.4,"FR","0","Hisp","med","76","N","N","N","N","0","78",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1
"TSU",67.4,"JR","0","Mixed","stem","78","N","N","N","Y","40+","78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1
"TSU",60,"SO","1","White","stem","78","Y","Y","N","Y","20-29","78",0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,9,0,1,0,1,1,1,0,0,0,1,0,0,5,0,1,4
"TSU",72.3,"JR","0","Mixed","stem","78","Y","Y","N","Y","20-29","78",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,1,0,0,4,1,3,1
"TSU",61.5,"JR","0","Mixed","dual","78","N","N","N","Y","1-10","87",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"TSU",61.9,"FR","1","Other","stem","","DK","","N","N","0","78",1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,9,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,3
"TSU",78.4,"FR","0","Mixed","med","78","DK","Y","N","Y","20-29","87",1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,7,0,0,1,1,1,0,1,0,0,1,0,0,5,1,3,2
"TSU",58.2,"JR","0","Mixed","med","78","Y","Y","N","Y","20-29","87",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,1,1,0,0,0,0,1,5,0,3,2
