"school","course","class","gender","ethnic","major","zip","grand","parent","emp_on","emp_off","hrs","ver","MQ1","MQ2","MQ3","MQ4","MQ5","MQ6","MQ7","MQ8","MQ9","MQ10","MQ11","MQ12","MQ13","MQ14","MQ15","MQ16","MQ17","MQ18","MQ19","MQ20","must","Q1A","Q1C","Q2A","Q2C","Q3A","Q3C","Q4A","Q4C","Q5A","Q5C","Q6A","Q6C","comm","pass","alg","conc"
"TAMU",95.1,"FR","0","White","med","78","N","Y","N","N","0","78",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,16,1,1,1,1,1,1,1,1,1,1,0,1,11,1,5,6
"TAMU",95.5,"FR","0","Hisp","stem","77","DK","","N","N","0","78",0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,16,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",82.4,"FR","0","Mixed","stem","76","DK","Y","N","N","0","87",0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,8,1,1,1,1,0,0,1,0,1,0,1,0,7,1,5,2
"TAMU",87,"FR","1","Hisp","dual","78","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,0,11,1,6,5
"TAMU",90.4,"FR","1","White","stem","77","Y","Y","N","Y","1-10","78",1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,0,11,1,6,5
"TAMU",91,"SO","0","White","other","77","N","Y","N","N","0","87",1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,14,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",93.7,"FR","1","White","stem","78","N","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",96.3,"JR","0","White","med","75","Y","Y","N","N","0","78",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",80.9,"FR","1","White","med","77","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,18,1,1,1,1,0,1,1,1,1,1,1,1,11,1,5,6
"TAMU",90.2,"SO","0","Mixed","med","76","N","Y","N","N","0","78",0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,11,1,1,1,1,1,0,1,1,1,1,1,0,10,1,6,4
"TAMU",88.6,"SO","0","White","med","76","N","N","N","N","0","78",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5,1,1,1,1,1,1,1,0,0,0,1,1,9,1,5,4
"TAMU",88.5,"FR","0","White","med","77","Y","Y","N","N","0","87",0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,9,1,1,1,1,1,1,0,1,1,1,1,1,11,1,5,6
"TAMU",75.9,"FR","0","White","stem","78","Y","Y","N","Y","1-10","78",1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,14,1,1,1,1,1,1,1,1,0,0,1,1,10,1,5,5
"TAMU",70.7,"SO","1","White","stem","78","Y","Y","N","N","0","87",0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,5,1,1,1,1,1,0,1,0,0,1,1,0,8,1,5,3
"TAMU",60.6,"FR","0","White","stem","78","Y","Y","N","N","0","87",0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,7,0,1,0,1,0,0,0,1,0,1,1,1,6,0,1,5
"TAMU",47.9,"SO","-1","Hisp","med","76","N","N","N","N","0","87",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,3,0,2,1
"TAMU",96.3,"FR","0","Other","stem","77","Y","Y","N","N","0","78",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",65.7,"FR","0","Hisp","med","78","N","Y","N","N","0","78",0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,10,1,0,1,0,1,0,1,0,0,0,1,0,5,0,5,0
"TAMU",94.3,"SO","1","White","med","78","Y","Y","N","N","0","78",1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,14,1,1,1,1,1,1,0,1,1,0,0,1,9,1,4,5
"TAMU",82.6,"FR","0","Asian","med","75","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,17,1,1,1,1,0,0,1,0,1,1,1,0,8,1,5,3
"TAMU",78.2,"FR","0","Hisp","med","21","N","Y","N","N","0","87",1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,11,1,0,0,1,1,1,1,0,1,1,1,1,9,1,5,4
"TAMU",88.6,"FR","0","Hisp","stem","77","N","N","N","N","0","78",1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,16,1,1,1,1,1,0,0,1,0,1,1,1,9,1,4,5
"TAMU",72.6,"SO","0","Hisp","other","76","N","N","Y","N","1-10","87",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,5,1,1,1,0,1,1,1,0,1,0,0,1,8,1,5,3
"TAMU",72.9,"SO","1","Hisp","med","78","N","N","N","Y","11-19","87",0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,12,1,1,0,0,1,0,1,0,0,1,1,1,7,1,4,3
"TAMU",76,"FR","1","Hisp","stem","78","N","N","Y","N","1-10","87",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,17,1,1,0,0,1,0,1,1,0,1,1,0,7,1,4,3
"TAMU",88.2,"FR","1","White","med","78","Y","Y","N","Y","1-10","78",1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,15,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",56.2,"FR","0","Hisp","stem","78","N","Y","N","N","0","78",1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,14,0,0,0,0,0,0,1,0,0,0,1,1,3,0,2,1
"TAMU",88.8,"SO","0","Mixed","med","77","DK","Y","N","N","0","87",1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,16,1,1,1,1,1,1,1,0,1,1,1,0,10,1,6,4
"TAMU",59.8,"FR","0","Hisp","med","78","N","N","N","N","0","87",1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,12,1,1,0,1,1,0,0,1,0,0,1,1,7,0,3,4
"TAMU",95,"FR","0","Asian","stem","77","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",79.7,"FR","0","White","stem","77","Y","Y","N","Y","1-10","87",1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,15,1,1,1,1,0,0,1,1,0,0,1,0,7,1,4,3
"TAMU",96.3,"FR","1","White","stem","77","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,18,1,1,1,1,0,1,1,1,1,1,1,1,11,1,5,6
"TAMU",75.3,"SO","0","White","med","76","Y","Y","N","N","0","78",1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,12,1,1,1,1,1,0,0,0,1,1,1,0,8,1,5,3
"TAMU",98.9,"FR","1","White","med","76","Y","Y","N","N","0","78",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",84.5,"SO","1","Hisp","med","77","N","N","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,19,1,1,1,1,1,1,1,0,1,1,1,0,10,1,6,4
"TAMU",78,"FR","1","Mixed","other","75","N","N","N","N","0","78",1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,14,1,1,1,1,0,1,1,1,1,1,1,1,11,1,5,6
"TAMU",74.8,"SO","0","Hisp","stem","77","N","N","N","N","0","78",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,1,1,1,0,0,1,1,1,8,1,4,4
"TAMU",95.9,"FR","0","Hisp","med","78","DK","Y","N","N","0","87",1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,15,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",75.1,"FR","1","Hisp","stem","77","N","Y","N","N","0","78",1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,14,1,1,1,1,1,1,1,0,0,1,1,0,9,1,5,4
"TAMU",95,"JR","0","Mixed","med","77","N","N","N","N","0","87",1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,16,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",89.9,"JR","0","White","other","77","Y","Y","N","Y","1-10","78",0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,12,1,1,1,1,1,0,1,0,1,1,1,0,9,1,6,3
"TAMU",92.8,"FR","0","White","stem","24","Y","Y","N","N","0","78",0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,14,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",64.8,"FR","0","Hisp","med","78","DK","DK","N","N","0","87",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0,0,0,1,0,1,1,1,1,7,0,4,3
"TAMU",75,"FR","0","Black","med","77","N","N","N","Y","11-19","87",1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7,1,1,0,1,1,0,1,0,0,1,1,1,8,1,4,4
"TAMU",41.9,"FR","0","Hisp","stem","78","N","N","Y","N","1-10","87",0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,10,0,1,0,0,1,0,1,1,0,1,0,0,5,0,2,3
"TAMU",87.9,"FR","0","White","med","75","Y","Y","N","N","0","78",1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,14,1,1,0,1,1,1,0,1,1,1,1,0,9,1,4,5
"TAMU",79.2,"FR","0","White","med","","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,15,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",87.9,"FR","0","White","med","77","Y","Y","N","N","0","87",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",87.4,"FR","1","Asian","med","77","N","N","N","N","0","87",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,18,1,1,1,1,1,1,1,1,0,1,1,0,10,1,5,5
"TAMU",78.5,"FR","0","White","stem","75","Y","Y","N","N","0","78",1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,12,1,1,1,1,1,0,1,1,0,1,1,0,9,1,5,4
"TAMU",93.8,"FR","0","White","med","77","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",86.7,"SO","0","White","med","78","DK","Y","N","N","0","87",1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,14,1,1,0,1,1,0,1,1,1,1,1,1,10,1,5,5
"TAMU",85.8,"FR","0","White","med","75","N","N","N","N","0","78",1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,9,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",89.3,"FR","0","White","med","78","Y","Y","N","N","0","78",1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,8,1,1,0,1,1,0,1,0,1,1,1,0,8,1,5,3
"TAMU",90.6,"JR","0","White","other","75","Y","Y","N","N","0","78",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",99.7,"FR","1","Other","med","76","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",89.3,"FR","-1","Black","other","","DK","","N","N","0","78",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",77.7,"SO","-1","White","med","76","N","N","N","N","0","78",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,1,1,1,0,1,1,1,0,1,0,9,1,6,3
"TAMU",80.7,"FR","0","White","med","77","Y","Y","N","N","0","78",1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,7,1,1,1,1,1,1,1,0,1,0,1,1,10,1,6,4
"TAMU",75.4,"FR","1","White","stem","77","Y","Y","N","N","0","87",1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,0,1,1,0,0,1,1,1,9,1,4,5
"TAMU",95.7,"FR","-1","White","med","78","N","N","N","N","0","78",1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,13,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",69.9,"SO","1","Hisp","med","75","N","N","N","N","0","78",1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,12,1,1,0,0,0,1,1,0,1,0,1,0,6,0,4,2
"TAMU",85,"FR","0","Hisp","med","75","N","N","Y","N","20-29","87",1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,10,1,1,1,0,1,1,1,0,1,1,1,1,10,1,6,4
"TAMU",78.6,"FR","0","White","med","77","N","Y","N","Y","20-29","87",1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,13,1,1,1,1,1,0,1,1,1,0,1,1,10,1,6,4
"TAMU",78.5,"FR","0","White","med","78","Y","Y","N","N","0","78",1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,0,1,1,0,1,0,0,1,1,1,8,1,4,4
"TAMU",75.7,"FR","0","Hisp","med","78","N","N","N","N","0","78",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,1,1,1,1,1,1,1,0,1,1,0,0,9,1,5,4
"TAMU",93.4,"SO","1","White","med","75","Y","Y","N","N","0","87",1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,15,1,1,1,1,1,1,1,1,0,1,1,1,11,1,5,6
"TAMU",95.1,"FR","0","White","stem","76","Y","Y","N","N","0","78",0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,12,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",70.8,"FR","0","White","other","77","Y","Y","N","N","0","87",1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,11,1,1,1,0,1,0,1,0,0,0,1,1,7,1,5,2
"TAMU",82.2,"SO","0","White","med","76","DK","Y","Y","N","20-29","78",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,9,1,1,1,1,1,1,1,1,1,0,1,1,11,1,6,5
"TAMU",76,"FR","0","Hisp","dual","78","N","Y","N","N","0","87",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,1,0,0,1,0,0,1,0,1,1,1,1,7,1,4,3
"TAMU",90,"FR","0","White","med","UK","Y","Y","N","N","0","78",1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,14,1,1,0,1,1,1,1,1,1,1,1,1,11,1,5,6
"TAMU",87.6,"FR","0","White","stem","77","DK","Y","N","Y","0","78",1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,11,1,1,1,1,1,0,1,0,0,0,1,1,8,1,5,3
"TAMU",88,"SO","1","Mixed","med","77","DK","Y","N","N","0","78",1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,14,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",85.5,"FR","0","White","med","75","N","Y","N","N","0","78",1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,9,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4
"TAMU",96.4,"FR","0","Asian","med","77","N","N","N","N","0","87",1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",90.5,"FR","1","White","med","78","Y","Y","N","N","0","78",1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,14,1,1,1,1,0,1,0,0,1,1,1,1,9,1,4,5
"TAMU",96.2,"FR","1","Asian","stem","77","N","Y","N","N","0","78",1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,0,1,0,1,1,1,0,9,1,6,3
"TAMU",62.1,"FR","1","White","stem","77","N","N","N","N","0","78",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,1,1,1,1,0,1,0,0,1,7,0,3,4
"TAMU",73.4,"FR","0","White","med","77","Y","Y","N","N","0","78",0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,10,1,1,1,1,1,1,1,0,0,1,1,1,10,1,5,5
"TAMU",91.7,"FR","1","Black","stem","77","DK","Y","N","N","0","78",0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,14,1,1,1,0,1,1,1,0,1,1,1,1,10,1,6,4
"TAMU",94.7,"FR","1","White","med","76","Y","Y","N","N","0","78",1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",94.8,"FR","0","White","stem","77","DK","","N","Y","1-10","87",1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,12,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",75.3,"FR","1","White","stem","76","N","Y","N","Y","1-10","78",1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,7,1,1,1,1,1,1,1,0,0,0,1,1,9,1,5,4
"TAMU",71.8,"FR","-1","White","stem","78","Y","N","N","N","0","87",1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,15,1,1,0,1,1,1,1,0,1,0,1,1,9,1,5,4
"TAMU",64,"FR","1","Mixed","stem","78","Y","Y","N","N","0","87",1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,12,0,1,1,0,0,1,1,0,1,1,1,1,8,0,4,4
"TAMU",80.9,"FR","1","White","stem","75","N","Y","N","N","0","78",0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,15,1,1,1,1,1,0,1,1,1,1,1,0,10,1,6,4
"TAMU",81.7,"FR","0","White","med","77","N","Y","N","Y","0","87",1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,9,1,1,1,1,1,0,1,0,0,1,1,0,8,1,5,3
"TAMU",95.7,"FR","0","Other","med","78","N","Y","N","N","0","78",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",77.5,"FR","1","White","med","75","Y","Y","N","N","0","87",0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,10,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",64.2,"FR","0","White","stem","77","N","N","N","N","0","78",1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,10,1,1,0,0,1,0,1,1,0,1,1,1,8,0,4,4
"TAMU",82.7,"FR","1","White","stem","78","Y","Y","N","N","0","78",1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,16,1,1,0,1,1,1,1,1,1,1,1,1,11,1,5,6
"TAMU",85.7,"FR","0","White","stem","56","Y","Y","N","N","0","78",0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,16,1,1,0,1,0,1,1,1,1,1,1,1,10,1,4,6
"TAMU",84.7,"SO","0","White","stem","79","Y","Y","N","N","0","87",1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,10,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",86,"FR","1","White","stem","79","Y","Y","N","N","0","78",1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,14,1,1,0,1,1,1,1,1,1,1,0,1,10,1,4,6
"TAMU",90.8,"FR","0","White","stem","76","Y","Y","N","N","0","78",1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,15,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",93.3,"SO","1","White","med","75","Y","Y","N","N","0","87",1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,10,1,1,0,1,1,0,1,1,1,1,1,1,10,1,5,5
"TAMU",91.3,"FR","0","White","med","75","N","Y","N","N","0","87",1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",73.9,"FR","0","White","other","76","Y","Y","N","N","0","78",1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,11,1,1,1,0,1,0,1,1,1,0,1,1,9,1,6,3
"TAMU",88.6,"FR","1","Other","med","75","N","Y","N","N","0","78",0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,1,1,0,0,1,0,1,1,1,1,9,1,5,4
"TAMU",64.7,"FR","1","Asian","stem","77","DK","DK","N","N","0","78",1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,16,1,1,0,1,0,1,1,0,1,0,1,1,8,0,4,4
"TAMU",83.9,"FR","0","White","stem","78","Y","Y","N","N","0","87",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5,1,1,0,1,0,1,1,1,0,1,1,1,9,1,3,6
"TAMU",91.4,"FR","0","White","med","78","Y","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,16,1,1,1,0,1,0,1,1,1,1,1,1,10,1,6,4
"TAMU",88.7,"FR","0","White","med","76","Y","Y","N","N","0","78",0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",94.1,"FR","0","White","stem","77","N","Y","N","Y","11-19","78",0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,16,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",92.6,"FR","1","White","stem","77","Y","Y","N","N","0","78",0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,0,1,1,1,1,1,1,1,1,1,1,11,1,6,5
"TAMU",76.4,"FR","0","White","stem","77","Y","Y","N","N","0","78",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,1,1,1,1,1,0,1,1,0,0,1,0,8,1,5,3
"TAMU",86.4,"FR","0","Asian","med","75","N","Y","N","N","0","78",1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",96.3,"FR","1","Hisp","stem","77","N","Y","N","N","0","87",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,17,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",86.5,"FR","1","Hisp","stem","78","Y","Y","N","N","0","87",1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,17,1,1,1,0,1,1,1,0,1,0,1,1,9,1,6,3
"TAMU",79.2,"FR","0","White","med","77","Y","Y","N","N","0","87",0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,11,1,1,1,1,1,0,0,1,0,1,1,1,9,1,4,5
"TAMU",93.8,"FR","0","Other","med","78","Y","Y","N","N","0","78",1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,16,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
"TAMU",66.4,"FR","0","White","med","77","Y","Y","N","N","0","78",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6,1,1,0,0,0,0,1,0,1,1,0,0,5,0,3,2
"TAMU",95.4,"FR","0","White","med","77","Y","Y","N","N","0","87",1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,14,1,1,0,1,1,0,1,1,1,1,1,1,10,1,5,5
"TAMU",84.4,"FR","1","White","med","75","Y","Y","N","N","0","78",1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,12,1,0,1,1,1,1,1,0,1,1,0,0,8,1,5,3
"TAMU",95.2,"SR","0","Asian","other","77","N","N","Y","N","11-19","78",1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",81.8,"FR","0","Asian","other","15","Y","Y","N","N","0","87",1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,15,1,1,0,1,1,0,0,0,1,1,1,1,8,1,4,4
"TAMU",86.8,"FR","1","White","med","77","Y","Y","N","N","0","87",0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,11,1,1,1,1,0,1,0,0,1,0,1,0,7,1,4,3
"TAMU",90.8,"FR","0","Mixed","other","77","DK","Y","N","N","0","78",1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,15,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5
"TAMU",98.9,"FR","0","White","stem","75","Y","","N","N","0","87",1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6
"TAMU",79.5,"FR","0","White","med","78","Y","Y","N","N","0","78",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,6,1,1,1,1,1,0,1,0,0,1,1,0,8,1,5,3
"TAMU",85.6,"FR","0","Hisp","med","77","N","N","N","Y","1-10","87",1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,10,1,1,0,1,1,1,1,1,1,0,1,1,10,1,5,5
"TAMU",92.2,"FR","1","White","med","78","DK","Y","N","N","0","87",0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,11,1,1,1,1,1,1,1,1,1,1,1,0,11,1,6,5
"TAMU",84.8,"SO","1","Hisp","med","75","N","N","N","N","0","87",1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,16,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5
